product_name,price,description,rating,subTitle,Features
"ZTech WhiteLilly TP159 Tempered Glass for HTC One M9",168,"No Description",0.0,NULL,NULL
"ZTech PinkPanther TP163 Tempered Glass for Panasonic Eluga A",171,"No Description",0.0,NULL,NULL
"ZTech BlueDimond TP169 Tempered Glass for Micromax Canvas 4 Plus A315",168,"No Description",0.0,NULL,NULL
"ZTech BlueDimond TP154 Tempered Glass for Samsung Galaxy Note Edge",168,"No Description",0.0,NULL,NULL
"ZTech BigPanda SG481 Screen Guard for HTC Desire SV",171,"No Description",0.0,NULL,NULL
"ZTech WhiteSnow TP151 Tempered Glass for Samsung Galaxy Grand Prime G530",171,"No Description",0.0,NULL,NULL
"ZTech WhiteLilly TP156 Tempered Glass for Samsung Galaxy Grand 2 SM-G7106",168,"No Description",0.0,NULL,NULL
"ZTech RedDragon TP155 Tempered Glass for Apple iPhone 6 Plus",186,"No Description",0.0,NULL,NULL
"ZTech RedDragon TP161 Tempered Glass for Samsung Galaxy S5 mini",171,"No Description",0.0,NULL,NULL
"ZTech GreenLand TP158 Tempered Glass for Sony Xperia T2",168,"No Description",0.0,NULL,NULL
"ZTech BigPanda TP167 Tempered Glass for Micromax Canvas Doodle 3 A102",168,"No Description",0.0,NULL,NULL
"ZTech WhiteHouse TP157 Tempered Glass for Sony Xperia C3",168,"No Description",0.0,NULL,NULL
"ZTech SunFlower TP158 Tempered Glass for Sony Xperia T2",171,"No Description",0.0,NULL,NULL
"ZTech BlueOccean TP166 Tempered Glass for Samsung Galaxy Note 1 N7000",171,"No Description",0.0,NULL,NULL
"ZTech WhiteLilly TP158 Tempered Glass for Sony Xperia T2",171,"No Description",0.0,NULL,NULL
"ZTech GreenLand TP167 Tempered Glass for Micromax Canvas Doodle 3 A102",171,"No Description",0.0,NULL,NULL
"ZTech GreenLand TP163 Tempered Glass for Panasonic Eluga A",171,"No Description",0.0,NULL,NULL
"Zoook Back Cover for Micromax Yuphoria",320,"No Description",0.0,NULL,NULL
"Zoook zm-200m Stereo Dynamic Headphone Headphones",339,"No Description",0.0,NULL,NULL
"Zoook Data Card 7.2Mbps Card Reader",1010,"No Description",0.0,NULL,NULL
"Zoook Power Bank 2200mAh ZP-PB2200 2200 mAh",450,"No Description",2.0,NULL,NULL
"Zoook Power Bank 2200mAh ZP-PB2200 2200 mAh",499,"No Description",2.0,NULL,NULL
"Zoook Power Bank 10000mAh ZP-PB10000 10000 mAh",1519,"No Description",0.0,NULL,NULL
"Zoook Mobile Portable Charger 2400mAh ZP-PB-2400 2400 mAh",590,"No Description",0.0,NULL,NULL
"Zoook Mobile Portable Charger 7800mAh ZP-PB-7800 7800 mAh",1290,"No Description",0.0,NULL,NULL
"Zoook ZP-PB2600L+ Mobile Portable Charger ZP-PB2600L+ 2600 mAh",399,"No Description",0.0,NULL,NULL
"Zoook ZP-PB10SP Mobile Portable Charger ZP-PB10SP 10000 mAh",1255,"No Description",0.0,NULL,NULL
"Zoook ZP-PB5MP+ Mobile Portable Charger ZP-PB5MP+ 5000 mAh",949,"No Description",0.0,NULL,NULL
"Zoook ZP-PB2200 Portable Mobile Charger 2200 mAh",799,"No Description",0.0,NULL,NULL
"Zoook ZP-PB-2600P Mobile Portable 2600 mAh",375,"No Description",4.0,NULL,NULL
"Zoook Earphone ZME100 Wired Headphones",140,"No Description",2.7,NULL,NULL
"Zoook Selfie Stick with Remote Shutter Selfie Stick",485,"No Description",0.0,NULL,NULL
"Zoook ZM-E100 Stereo Dynamic Headphone Wired Headphones",159,"No Description",1.0,NULL,NULL
"KARTOPTION Back Cover for Samsung G360 Drinking Glass Red.",449,"No Description",0.0,NULL,NULL
"KARTOPTION Back Cover for Samsung G530 Drinking Glass Red.j",449,"No Description",0.0,NULL,NULL
"KARTOPTION Back Cover for Samsung G360 Drinking Glass Pink.",449,"No Description",0.0,NULL,NULL
"KARTOPTION Back Cover for Samsung G360 Drinking Glass Green.j",449,"No Description",0.0,NULL,NULL
"KARTOPTION Back Cover for Samsung G530 Drinking Glass Pink.",449,"No Description",0.0,NULL,NULL
"KARTOPTION Back Cover for Samsung S5 Bottle Blue.",449,"No Description",0.0,NULL,NULL
"KARTOPTION Back Cover for Samsung G530 Drinking Glass Green.",449,"No Description",0.0,NULL,NULL
"KARTOPTION Back Cover for Samsungt E5 Drinking Glass blue.",449,"No Description",0.0,NULL,NULL
"KARTOPTION Back Cover for Samsungt A7 Drinking Glass Orange.",449,"No Description",0.0,NULL,NULL
"KARTOPTION Back Cover for Samsungt E5 Drinking Glass Red.",449,"No Description",0.0,NULL,NULL
"KARTOPTION Back Cover for Samsungt A7 Drinking Glass blue.",449,"No Description",0.0,NULL,NULL
"KARTOPTION Back Cover for Samsungt A7 Drinking Glass Green.",449,"No Description",0.0,NULL,NULL
"KARTOPTION Back Cover for Samsungt E5 Drinking Glass Pink.",449,"No Description",0.0,NULL,NULL
"Zeztee 2 in 1 USB Data & charging Cable for Apple and Android Mobile phones Sync & Charge Cable",519,"No Description",0.0,NULL,NULL
"Zerodots SG47 Screen Guard for HTC Desire 526",199,"No Description",0.0,NULL,NULL
"Zerodots SG90 Screen Guard for Samsung Galaxy S6 Edge",199,"No Description",0.0,NULL,NULL
"Zerodots SG22 Screen Guard for Micromax Bolt A66",199,"No Description",0.0,NULL,NULL
"Zerodots SG164 Screen Guard for HTC Explorer",199,"No Description",0.0,NULL,NULL
"Zerodots SG77 Screen Guard for Microsoft Lumia 640XL",199,"No Description",0.0,NULL,NULL
"Zerodots SG66 Screen Guard for Micromax A99 canvas Express",199,"No Description",0.0,NULL,NULL
"Zerodots SG154 Screen Guard for HTC Desire 310",199,"No Description",0.0,NULL,NULL
"Zerodots SG42 Screen Guard for HTC Desire 826",199,"No Description",0.0,NULL,NULL
"Zerodots SG83 Screen Guard for Lenevo A6000",199,"No Description",0.0,NULL,NULL
"Zerodots SG86 Screen Guard for NOKIA Lumia 830",199,"No Description",0.0,NULL,NULL
"Zerodots SG161 Screen Guard for HTC Desire 516",199,"No Description",0.0,NULL,NULL
"Zerodots SG158 Screen Guard for HTC Desire XC",199,"No Description",0.0,NULL,NULL
"Zerodots SG152 Screen Guard for HTC Desire700",199,"No Description",0.0,NULL,NULL
"Zerodots SG51 Screen Guard for Micromax Canvas Fire A104",199,"No Description",0.0,NULL,NULL
"Zerodots SG32 Screen Guard for Micromax Canvas 2 A110",199,"No Description",0.0,NULL,NULL
"Zerodots SG46 Screen Guard for One Plus One",199,"No Description",0.0,NULL,NULL
"Zerodots SG37 Screen Guard for Micromax Canvas Fire 3 A096",199,"No Description",0.0,NULL,NULL
"Zerodots SG11 Screen Guard for Asus Zenfone 2",199,"No Description",0.0,NULL,NULL
"ZTech PinkPanther TP169 Tempered Glass for Micromax Canvas 4 Plus A315",171,"No Description",0.0,NULL,NULL
"ZTech BlackCobra TP170 Tempered Glass for Sony Xperia Z6",164,"No Description",0.0,NULL,NULL
"ZTech BlueOccean TP161 Tempered Glass for Samsung Galaxy S5 mini",171,"No Description",0.0,NULL,NULL
"ZTech PinkPanther TP157 Tempered Glass for Sony Xperia C3",168,"No Description",0.0,NULL,NULL
"ZTech GreenLand TP164 Tempered Glass for Samsung G130 Galaxy Young 2",168,"No Description",0.0,NULL,NULL
"ZTech BlueOccean TP156 Tempered Glass for Samsung Galaxy Grand 2 SM-G7106",168,"No Description",0.0,NULL,NULL
"ZTech PinkPanther SG480 Screen Guard for HTC One M8",171,"No Description",0.0,NULL,NULL
"ZTech PinkPanther SG481 Screen Guard for HTC Desire SV",171,"No Description",0.0,NULL,NULL
"ZTech PinkPanther TP166 Tempered Glass for Samsung Galaxy Note 1 N7000",171,"No Description",0.0,NULL,NULL
"ZTech BlackCobra TP151 Tempered Glass for Samsung Galaxy Grand Prime G530",171,"No Description",0.0,NULL,NULL
"ZTech BlueDimond TP151 Tempered Glass for Samsung Galaxy Grand Prime G530",168,"No Description",0.0,NULL,NULL
"ZTech BlackCobra TP157 Tempered Glass for Sony Xperia C3",171,"No Description",0.0,NULL,NULL
"ZTech GreenLand TP166 Tempered Glass for Samsung Galaxy Note 1 N7000",168,"No Description",0.0,NULL,NULL
"ZTech PinkPanther TP154 Tempered Glass for Samsung Galaxy Note Edge",164,"No Description",0.0,NULL,NULL
"ZTech BlueDimond TP159 Tempered Glass for HTC One M9",168,"No Description",0.0,NULL,NULL
"ZTech BlueDimond TP155 Tempered Glass for Apple iPhone 6 Plus",171,"No Description",0.0,NULL,NULL
"ZTech PinkPanther TP151 Tempered Glass for Samsung Galaxy Grand Prime G530",171,"No Description",0.0,NULL,NULL
"ZTech BlackCobra TP164 Tempered Glass for Samsung G130 Galaxy Young 2",171,"No Description",0.0,NULL,NULL
"ZTech GreenLand TP159 Tempered Glass for HTC One M9",171,"No Description",0.0,NULL,NULL
"ZTech BlackCobra TP159 Tempered Glass for HTC One M9",171,"No Description",0.0,NULL,NULL
"Zoook ZM-H15 Wired Headset",550,"No Description",1.2,NULL,NULL
"Zoook Bluetooth Headset Stereo ZB?BTS520 Wireless Headset",979,"No Description",2.1,NULL,NULL
"Zoook Headphone with Mic ZM-H703 Wired Headset",618,"No Description",0.0,NULL,NULL
"Lenovo IdeaPad 100-14IBD 80RK002UIH Core i3 (5th Gen) - (4 GB DDR3/500 GB HDD/Windows 10) Notebook",28990,"No Description",4.8,NULL,NULL
"HP AC184TU AC SERIES AC184TU T0X61PA Intel Core i3 (5th Gen) - (4 GB DDR3/1 TB HDD/Free DOS/128 MB G",25969,"No Description",3.3,NULL,NULL
"Dell Vostro 15 3000 Series 3558 V3558I34500U i3 4Th - (4 GB DDR3/500 GB HDD/Ubuntu) Notebook",24199,"No Description",3.7,NULL,NULL
"Lenovo Yoga 300 80M0007KIN Pentium Quad Core - (4 GB DDR3/500 GB HDD/Windows 10 Home) 2 in 1 Laptop",26989,"No Description",4.1,NULL,NULL
"Lenovo G50-80 80E5039CIH Core i3 (5th Gen) - (4 GB DDR3/1 TB HDD/Free DOS) Notebook",26990,"No Description",4.3,NULL,NULL
"Lenovo G40-45 (Notebook) (APU Quad Core A8/ 8GB/ 1TB/ Free DOS/ 2GB Graph) (80E10088IN)",25990,"No Description",3.9,NULL,NULL
"Dell Inspiron 15 3541 3541A64500iBU APU Quad Core A6 - (4 GB DDR3/500 GB HDD/Ubuntu) Notebook",19450,"No Description",3.3,NULL,NULL
"Lenovo G50-45 80E301N3IN APU Quad Core A8 - (8 GB DDR3/1 TB HDD/Free DOS/2 GB Graphics) Notebook",26990,"No Description",3.7,NULL,NULL
"Acer Aspire E5 E5-573-587Q NX.MVHSI.068 Core i5 (4th Gen) - (4 GB DDR3/1 TB HDD/Linux/128 MB Graphic",29990,"No Description",4.1,NULL,NULL
"Sony 80.1cm (32) Full HD Smart LED TV",35435,"No Description",3.9,NULL,NULL
"Panasonic 108cm (43) Full HD Smart LED TV",41990,"No Description",0.0,NULL,NULL
"Panasonic 123 (49) Ultra HD (4K) LED TV",84990,"No Description",0.0,NULL,NULL
"Mitashi 127cm (50) Full HD LED TV",39990,"No Description",3.5,NULL,NULL
"Sony BRAVIA KDL-43W800C 108cm (43) Full HD 3D LED Android TV",59992,"No Description",3.8,NULL,NULL
"Sony 120.9cm (48) Full HD Smart LED TV",75990,"No Description",4.1,NULL,NULL
"Videocon 127cm (50) Full HD LED TV",45300,"No Description",0.0,NULL,NULL
"LG 123cm (49) Ultra HD (4K) LED TV",88203,"No Description",0.0,NULL,NULL
"Samsung 121cm (48) Ultra HD (4K) Smart, Curved LED TV",129990,"No Description",5.0,NULL,NULL
"Onida 123.19cm (48.5) Full HD Smart LED TV",50500,"No Description",3.8,NULL,NULL
"LG 123cm (49) Ultra HD (4K) Smart LED TV",110533,"No Description",0.0,NULL,NULL
"LG 123cm (49) Ultra HD (4K) Smart LED TV",96323,"No Description",0.0,NULL,NULL
"Panasonic 124.46cm (49) Full HD Smart LED TV",68990,"No Description",0.0,NULL,NULL
"Sony BRAVIA KDL-50W950C 126cm (50) Full HD 3D LED Android TV",122199,"No Description",3.5,NULL,NULL
"LG 124.46cm (49) Full HD Smart LED TV",70500,"No Description",3.7,NULL,NULL
"Sony 108cm (43) Ultra HD (4K) Smart LED TV",87300,"No Description",3.0,NULL,NULL
"Marantz UD7007NIB Blu-ray Player",65550,"No Description",0.0,NULL,NULL
"Marantz CD6005 Hi-Fi Compact Disc with USB-A DAC CD Player",40410,"No Description",0.0,NULL,NULL
"Marantz CD 6005 CD Player",42655,"No Description",0.0,NULL,NULL
"Marantz CD6004 CD Player",40900,"No Description",0.0,NULL,NULL
"Philips BDP2190/94 DVD Player",5999,"No Description",0.0,NULL,NULL
"Philips BDP2190/94 DVD Player",5999,"No Description",3.0,NULL,NULL
"Marantz CD5005 Compact Disc CD Player",26000,"No Description",0.0,NULL,NULL
"Shrih Video Player 7 inch DVD Player",3989,"No Description",0.0,NULL,NULL
"Shrih SH-0106 7.8 inch DVD Player",3190,"No Description",0.0,NULL,NULL
"Samsung BD-F5100 F 0 inch Blu-ray Player",4999,"No Description",0.0,NULL,NULL
"Shrih SH-0026 7 inch DVD Player",3190,"No Description",0.0,NULL,NULL
"ABB LMD998 9.8 inch DVD Player",3349,"No Description",2.3,NULL,NULL
"ABB LMD750 7.8 inch DVD Player",2649,"No Description",4.0,NULL,NULL
"Amkette Flash TV HD Play DVD Player",2975,"No Description",3.5,NULL,NULL
"Bexton BX_DVD_DIC_1 DVD Player",1950,"No Description",3.8,NULL,NULL
"Portable Dvd 7.8 9.8 inch DVD Player",2599,"No Description",0.0,NULL,NULL
"Bexton BX_DVD_MINI_1 DVD Player",1800,"No Description",3.6,NULL,NULL
"Intex N-66 1.57 inch DVD Player",1990,"No Description",1.0,NULL,NULL
"Bexton BX_DVD_SIC_1 DVD Player",1800,"No Description",3.4,NULL,NULL
"LG DP132 DVD Player",2250,"No Description",3.3,NULL,NULL
"Samsung E-370 DVD Player",2599,"No Description",3.4,NULL,NULL
"Portable 7.8inch TFT DVD Player With TV Tuner & 3d 7.8 inch DVD Player",1899,"No Description",3.0,NULL,NULL
"Philips DVP 2880/94 DVD Player",2780,"No Description",0.0,NULL,NULL
"Philips DVP3618/94 DVD Player",2699,"No Description",3.7,NULL,NULL
"Philips DVP3608/94 DVD Player",2420,"No Description",3.8,NULL,NULL
"Philips DVP3608/94 DVD Player",2420,"Philips holds true to its motto ""Sense and Simplicity"" with this easy-to-use DVD player. With the ability to play any disc, the DVD player will assure you an amazing entertainment experience.",3.8,NULL,NULL
"Panasonic S505-GWK 1.5 inch DVD Player",2700,"No Description",5.0,NULL,NULL
"Portable 7.8inch TFT DVD Player With TV Tuner & 3d 7.8 inch DVD Player",2299,"No Description",3.0,NULL,NULL
"Philips DVP3618/94 DVD Player",2645,"No Description",3.7,NULL,NULL
"Intex N-66 1.57 inch DVD Player",NULL,"No Description",0.0,NULL,NULL
"Bexton BX_DVD_SIC_1 DVD Player",1800,"No Description",0.0,NULL,NULL
"Sony BDP-S4500 Blu-ray Player",9990,"No Description",4.0,NULL,NULL
"LG BP440 DVD Player",8490,"No Description",5.0,NULL,NULL
"Sony BDP-S1500 Blu-ray Player",6700,"No Description",4.4,NULL,NULL
"Philips PD7030/98 7 inch DVD Player",6225,"No Description",3.9,NULL,NULL
"Philips DVP3618/94 DVD Player",2645,"No Description",0.0,NULL,NULL
"LG DP542H DVD Player",4010,"No Description",0.0,NULL,NULL
"LG DP126 DVD Player",2350,"No Description",5.0,NULL,NULL
"Victor Portable EVD/Video With 3D With TV Tuner Card Reader USB And Game Function 7.8 inch DVD Playe",2399,"No Description",0.0,NULL,NULL
"Victor Portable EVD/Video With 3D With TV Tuner Card Reader USB And Game Function 7.8 inch DVD Playe",2499,"No Description",0.0,NULL,NULL
"Portable 9.8 inch EVD/Video With 3D With TV Tuner Card Reader USB And Game Function DVD Player 9.8 i",3260,"No Description",0.0,NULL,NULL
"ABB LMD750 7.8 inch DVD Player",2649,"No Description",0.0,NULL,NULL
"LG DP132 DVD Player",2400,"Sit back, relax and watch all the latest blockbusters in the comfort of your home with this LG DVD Player.",3.3,NULL,NULL
"LG DP132 DVD Player",2400,"No Description",3.3,NULL,NULL
"Samsung E-370 DVD Player",2750,"No Description",3.4,NULL,NULL
"LG DP126 DVD Player",2399,"No Description",5.0,NULL,NULL
"Amkette Flash TV HD Play DVD Player",3190,"No Description",3.5,NULL,NULL
"Victor Portable EVD/Video With 3D With TV Tuner Card Reader USB And Game Function 7.8 inch DVD Playe",2949,"No Description",0.0,NULL,NULL
"Portable 7.8inch TFT DVD Player With TV Tuner & 3d 7.8 inch DVD Player",3990,"No Description",0.0,NULL,NULL
"Portable 7.8inch TFT DVD Player With TV Tuner & 3d 7.8 inch DVD Player",3990,"No Description",3.0,NULL,NULL
"ABB LMD998 9.8 inch DVD Player",3349,"No Description",0.0,NULL,NULL
"LG DP132 DVD Player",2250,"Sit back, relax and watch all the latest blockbusters in the comfort of your home with this LG DVD Player.",3.3,NULL,NULL
"INDIA 2016 : Reference Annual (English)",209,"No Description",4.3,NULL,NULL
"In Other Words (English)",279,"No Description",4.8,NULL,NULL
"The Girl Who Ate Books: Adventures in Reading (English)",499,"No Description",3.0,NULL,NULL
"Unladlylike : A Memoir (English)",265,"No Description",3.7,NULL,NULL
"Binge (English)",525,"No Description",4.3,NULL,NULL
"The Room on the Roof : 60th Anniversary Edition (English)",572,"No Description",0.0,NULL,NULL
"Godfathers of Crime (English)",284,"No Description",4.3,NULL,NULL
"Why We Love The Way We Do (English)",250,"No Description",4.7,NULL,NULL
"MY GITA (English)",168,"No Description",4.2,NULL,NULL
"On My Terms : From the Grassroots to The Corridors of Power (English)",497,"No Description",5.0,NULL,NULL
"Geographical Sociology: Theoretical Foundations and Methodological Applications in the Sociology of ",14199,"No Description",0.0,NULL,NULL
"Quantitative Aptitude For Competitive Examinations (English) 7th  Edition",595,"No Description",4.3,NULL,NULL
"The Official Guide for GMAT Review 2016 (English)",1619,"No Description",4.2,NULL,NULL
"Word Power Made Easy New Revised & Expanded Edition (English) 2 Edition",170,"No Description",4.6,NULL,NULL
"Iindex Medicus Persiana (Set of 15 Books) (English)",206250,"No Description",5.0,NULL,NULL
"Carbon Inventory Methods: Handbook for Greenhouse Gas Inventory, Carbon Mitigation and Roundwood Pro",19923,"No Description",0.0,NULL,NULL
"Dell inspiron 3000 3543 x560339IN9 core i3 (5th generation) - (4 GB DDR3/1 TB HDD/Windows 8.1) Noteb",35607,"No Description",5.0,NULL,NULL
"Lenovo G50 70 (Notebook) (Core i5 4th Gen/ 4GB/ 1TB/ DOS/ 2GB Graph) (59-443034)",39790,"No Description",3.4,NULL,NULL
"Asus UX305LA-FB055T 90NB08T5-M02950 Intel Core i7 (5th Gen) - (8 GB DDR3/Windows 10) Notebook",NULL,"The Asus Zenbook packs a powerful processor and stunning display to make everyday computing a delightful experience. It boasts nifty features and a stylish exterior, making it perfect for your entertainment and professional needs.",5.0,NULL,NULL
"Lenovo Ideapad G G50-80 80E502Q6IH 5th Generation - (4 GB DDR3/1 TB HDD/Windows 10/128 MB Graphics) ",31990,"No Description",1.0,NULL,NULL
"Dell Vostro 14 3000 3458 vosi345002gbdos Core i3 (4th Gen) - (4 GB DDR3/500 GB HDD/Linux/Ubuntu/2 GB",27490,"No Description",3.0,NULL,NULL
"Apple MacBook MF855HN/A (Notebook) (CPU Core M-5Y10/ 8GB/ 256GB/ Mac OS X Yosemite)",96900,"No Description",0.0,NULL,NULL
"Acer Aspire E E5-573 NX.MVHSI.039 Core i3 (5th Gen) - (4 GB DDR3/500 GB HDD/Windows 10) Notebook",28990,"No Description",0.0,NULL,NULL
"HP Pavilion 15 AC155TX (P6M75PA) Core i3,5th Gen - (8 GB DDR3/1 TB HDD/Windows 10 Home/2 GB Graphics",40998,"No Description",0.0,NULL,NULL
"Apple MacBook MJY32HN/A MJY32HN/A - (8 GB DDR3) Notebook",92600,"No Description",0.0,NULL,NULL
"Acer Aspire E E5-532 NX.MYVSI.005 Pentium Quad Core - (4 GB DDR3/500 GB HDD/Linux) Notebook",21499,"No Description",3.5,NULL,NULL
"Dell Inspiron 5000 5558 5558i581t2gbW8BlaM Core i5 - (8 GB DDR3/1 TB HDD/Windows 8.1/2 GB Graphics) ",51690,"No Description",1.0,NULL,NULL
"Dell Inspiron 15-3543 (Notebook) (Core i5 5th Gen/ 4GB/ 1TB/ Win8.1/ Touch) (3543541TB2BT)",49300,"No Description",3.0,NULL,NULL
"Asus UX305LA ZEN BOOK SERIES FC004T 90NB08T5-M02940 Core i5 (5th Gen) - (8 GB DDR3/256 GB HDD/Window",68599,"No Description",0.0,NULL,NULL
"HP 15-ac026TX (NotebooK) (Core i5 (5th Gen)/ 4GB/ 1TB/ Free DOS/ 2GB Graph) (M9V02PA)",42490,"No Description",3.5,NULL,NULL
"Dell 3450 (Notebook) (Core i3 4th Gen/ 4GB/ 500GB/ Ubuntu) (3450113X751111IN9)",27480,"No Description",2.9,NULL,NULL
"Lenovo Lenovo-VWIN Z Series Z51-I5 80K600VWIN Core i5 - (8 GB DDR2/1 TB HDD/Windows 10/4 GB Graphics",53190,"No Description",0.0,NULL,NULL
"Lenovo Yoga 500 80N400MHIN Core i5 (5th Gen) - (4 GB DDR3/500 GB HDD/Windows 10) 2 in 1 Laptop",56490,"No Description",4.2,NULL,NULL
"Lenovo Flex 2-14D Notebook (APU Quad Core A6/ 4GB/ 500GB 8GB SSD/ Win8.1) (59-427873)",30990,"No Description",0.0,NULL,NULL
"Dell 3542 Inspiron (Notebook) (Core i3 4th Gen/ 4GB/ 1TB/ Win8.1) (3542341TBiB)",33200,"No Description",1.0,NULL,NULL
"Acer Aspire E Series E5-573 NX.MVHSI.043 Core i3 5Gen - (4 GB DDR3/1 TB HDD/Linux) Notebook",25490,"No Description",4.0,NULL,NULL
"Vox (VN-01) Netbook (ARM Cortex-A9/ 512 MB/ 4 GB/ Android 4.1)",6999,"No Description",2.3,NULL,NULL
"Acer Aspire E E5-532 NX.MYVSI.013 Pentium Quad Core - (4 GB DDR3/500 GB HDD/Windows 10) Notebook",24299,"No Description",5.0,NULL,NULL
"Asus XO043T R Series R558U N0NB09Q1-M00560 Core i5 (6th Gen) - (8 GB DDR3/1 TB HDD/Windows 10) Noteb",46948,"No Description",5.0,NULL,NULL
"HP G3 G Series 240 G3 L1D85PT Core i3 - (4 GB DDR3/500 GB HDD) Notebook",26499,"No Description",4.5,NULL,NULL
"Lenovo G50-80 (Notebook) (Core i3 (4th Gen))/ 4GB/ 1TB HDD/ Win 8.1/ 2GB Graphics) (80L0006KIN)",25193,"No Description",3.6,NULL,NULL
"Dell Inspiron 3542 Notebook (4th Gen Ci3/ 4GB/ 1TB/ Win8.1) (3542341TBiS1)",35290,"The Dell Inspiron Notebook is a versatile notebook which runs on the user-friendly Windows 8.1 OS and is perfect for everyday computing needs.",4.0,NULL,NULL
"Dell Inspiron 3542 Notebook (4th Gen Ci3/ 4GB/ 1TB/ Win8.1) (3542341TBiS1)",35290,"No Description",4.0,NULL,NULL
"Lenovo G50-80 (Notebook) (Core i5 (5th Gen)/ 4GB/ 1TB/ Win10/ 2GB Graphics) (80E502UKIN)",46400,"No Description",3.8,NULL,NULL
"Acer Aspire E E5-573G NX.MVPSI.001 Core i3 (5th Gen) - (4 GB DDR3/1 TB HDD/Linux/2 GB Graphics) Note",30199,"No Description",0.0,NULL,NULL
"Dell Inspiron 15 3542 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Ubuntu)",28490,"No Description",3.9,NULL,NULL
"Lenovo G50-80 G Series Ideapad 80L000HNIN Core i3 (4th Gen) - (8 GB DDR3/1 TB HDD/Windows 8.1/2 GB G",36990,"No Description",0.0,NULL,NULL
"Apple Macbook Pro 2015 MF840HN/A (Ultrabook) (Core i5 5th Gen/ 8GB/ 256GB SSD/ Mac OS X Yosemite)",105400,"No Description",4.6,NULL,NULL
"HP 15-P001TX Notebook (4th Gen Ci5/ 4GB/ 1TB/ Win8.1/ 2GB Graph) (G8D90PA)",44600,"The HP 15-P001TX Notebook is an elegant laptop designed for high-performance and gaming. With an Intel Core i5 processor 4 GB of RAM and 2GB of dedicated video graphics, you will be able to enjoy your games like never before. ",4.1,NULL,NULL
"Asus EeeBook E402MA-WX0073T 90NL0033-M01500 Pentium Quad Core - (2 GB DDR3/500 GB HDD/Windows 10) No",20700,"No Description",0.0,NULL,NULL
"Asus X200MA-KX506D 90NB04U1-M12470 Celeron Dual Core - (2 GB DDR3/500 GB HDD/Free DOS) Netbook",17800,"No Description",4.5,NULL,NULL
"Lenovo G50-45 Notebook (APU E1/ 2GB/ 500GB/ Win8.1) (80E3005RIN)",23990,"Be it work or just playing games and watching movies, this Lenovo B50-45 is designed to provide you with an incredible experience.",3.7,NULL,NULL
"Dell Inspiron 3542 Notebook (4th Gen Ci3/ 4GB/ 500GB/ Win8.1) (354234500iB1)",31770,"No Description",3.7,NULL,NULL
"Lenovo B4080 B Series B4080 S0007IH Core i3 (4th Gen) - (4 GB DDR3/500 GB HDD/Linux) Notebook",26419,"No Description",0.0,NULL,NULL
"HP (Pavilion 14) Pavilion14 v202Tu K8U23PA Intel Core i3 5010U 5th Generation - (4 GB DDR3/500 GB HD",37050,"No Description",3.7,NULL,NULL
"Lenovo Ideapad G Series G50-80 80E5020VIN Core i3 (5th Gen) - (4 GB DDR3/1 TB HDD/Free DOS) Notebook",29101,"No Description",4.1,NULL,NULL
"HP 240 G3 G3 Series 240 G3 K1V41PA Pentium Quad Core - (4 GB DDR3/500 GB HDD/Windows 8) Notebook",25900,"No Description",3.7,NULL,NULL
"Dell Inspiron 15 7548 75487161TB4ST Intel Core i7 (5th Gen) - (16 GB DDR3/1 TB HDD/Windows 8.1/4 GB ",87711,"No Description",3.2,NULL,NULL
"Lenovo Think Pad Edge E 450 5200U i5 - (4 GB DDR3/500 GB HDD/Windows 8.1) Notebook",58990,"No Description",0.0,NULL,NULL
"Dell Inspiron 5559 5559i7162tb4gbw10SM Y546513HIN8SM Intel Core i7 (6th Gen) - (16 GB DDR3/2 TB HDD/",77380,"No Description",5.0,NULL,NULL
"Lenovo Yoga 300 2-in-1 Laptop (1st Gen Pentium Quad Core/ 4GB/ 500GB/ Win 8.1/ Intel HD Graphics)",29595,"No Description",3.9,NULL,NULL
"HP Pavilion 15-ab034TX (Notebook) (Core i7/ 8GB/ 1TB/ Win8.1/ 2GB Graph) (M2W77PA)",62280,"No Description",0.0,NULL,NULL
"Dell 3449 3449 3449 DLNV0063 Core i5 (5th Gen) - (4 GB DDR3/500 GB HDD/Linux/Ubuntu/2 GB Graphics) N",40990,"No Description",4.0,NULL,NULL
"HP 15-AC072TX (Notebook) (Core i3 4th Gen/ 4GB/ 1TB/ Win8.1/ 2GB Graph) (N4F44PA)",36499,"No Description",4.1,NULL,NULL
"HP 15-ac 15-122tu 5010U core i3 - (4 GB DDR3/1 TB HDD/Free DOS) Notebook",28774,"No Description",1.0,NULL,NULL
"HP 15-ac 15-122tu 5010U core i3 - (4 GB DDR3/1 TB HDD/Free DOS) Notebook",28774,"No Description",0.0,NULL,NULL
"HP 15-ab029TX (Notebook) (Core i5 5th Gen/ 4GB/ 1TB/ Win8.1/ 2GB Graph) (M2W72PA)",48249,"No Description",4.6,NULL,NULL
"Lenovo U41-70 80JV007XIN Core i5 (5th Gen) - (4 GB DDR3/1 TB HDD/Windows 8/2 GB Graphics) Notebook",52990,"No Description",5.0,NULL,NULL
"Dell Inspiron 5558 (Notebook) (Core i3 4th Gen/ 4GB/ 500GB/ Win8.1/ 2GB Graph) (5558345002B)",38900,"No Description",2.0,NULL,NULL
